comment_text,sentiment_label,sentiment,confidence_score,url,post_url
Bác vào hãng bao dưỡng xem cần thay gì bh gì thay hết đi bác,TRUNG TÍNH,NEU,0.8223,https://www.facebook.com/groups/1167278443782686/posts/2555864698257380?locale=en_US,https://www.facebook.com/groups/1167278443782686/posts/2555864698257380?locale=en_US
"Thảm sàn đúc tràn viền
https://s.shopee.vn/5VQqP0olGW
Thảm taplo
https://s.shopee.vn/10xtnWTQMQ
Tấm lót cốp 
https://s.shopee.vn/1gDjKN0CYW",TRUNG TÍNH,NEU,0.7418,https://www.facebook.com/groups/134810918620662/posts/1299550915479984?locale=en_US,https://www.facebook.com/groups/134810918620662/posts/1299550915479984?locale=en_US
"Lý luận của nhóm 3 dòng kẻ thôi, có xe đi méo đâu, toàn nghe kể, hóng tin của mấy chú Tây nội địa.",TIÊU CỰC,NEG,0.9816,https://www.facebook.com/groups/vinfastvf9/posts/1591761578301070?locale=en_US,https://www.facebook.com/groups/vinfastvf9/posts/1591761578301070?locale=en_US
Làm cách âm hết nhiều tiền ko bạn ơi,TRUNG TÍNH,NEU,0.689,https://www.facebook.com/groups/aemexe/posts/3840134932808081?locale=en_US,https://www.facebook.com/groups/aemexe/posts/3840134932808081?locale=en_US
Làm chống ồn 4 hốc bánh giảm ồn ù a ơi,TRUNG TÍNH,NEU,0.7178,https://www.facebook.com/groups/1047138995832616/posts/1433084113904767?locale=en_US,https://www.facebook.com/groups/1047138995832616/posts/1433084113904767?locale=en_US
"City cảm giác lái cái nỗi gì🤣, mà bác chủ chú trọng dữ vậy. Bác đi xe china dc bao năm rồi mà kl ngon hơn xe hàn vậy😬",TÍCH CỰC,POS,0.8687,https://www.facebook.com/groups/gearupvn/posts/1384403996458064?locale=en_US,https://www.facebook.com/groups/gearupvn/posts/1384403996458064?locale=en_US
"70mai thiết kế đèn ghi hình thông minh, dịu mắt. Không nháy loạn 2-3 đèn xanh đỏ nên buổi tối dịu mắt hơn.",TÍCH CỰC,POS,0.9898,https://www.facebook.com/groups/70maivietnam/posts/24551909664467584?locale=en_US,https://www.facebook.com/groups/70maivietnam/posts/24551909664467584?locale=en_US
Ghu,TIÊU CỰC,NEG,0.9835,https://www.facebook.com/100088556441945/videos/hanuman-ji-bhajanbhajanlyricsdevotional-songfull-song/951395629833439?locale=en_US,https://www.facebook.com/100088556441945/videos/hanuman-ji-bhajanbhajanlyricsdevotional-songfull-song/951395629833439?locale=en_US
Bệnh chung,TIÊU CỰC,NEG,0.9855,https://www.facebook.com/groups/vinfastvf7vn/posts/2185048708703748?locale=en_US,https://www.facebook.com/groups/vinfastvf7vn/posts/2185048708703748?locale=en_US
"Cứ đúng chuẩn chỉ theo sách giao khoa thì chả có lỗi gì , nếu mà có lỗi thì chắc tại bác đen 😂😂",TRUNG TÍNH,NEU,0.8562,https://www.facebook.com/groups/vf3clubvn369/posts/4035731653325428?locale=en_US,https://www.facebook.com/groups/vf3clubvn369/posts/4035731653325428?locale=en_US
"700 thì mua kia seltos, gầm cao, ngoại hình ổn, cốp và chỗ ngồi rộng. Thương hiệu kia uy tín hơn beijing. Nhiên liệu tiêu thụ tiết kiệm .",TIÊU CỰC,NEG,0.9867,https://www.facebook.com/groups/aemexe/posts/2195590480595876?locale=en_US,https://www.facebook.com/groups/aemexe/posts/2195590480595876?locale=en_US
"Quả cần số 10 năm ko thay đổi 
Màn hình to hết ham.  Gặp mấy chủ xe mắt cận đi đêm càng chói mau hỏng mắt 👁️",TIÊU CỰC,NEG,0.9849,https://www.facebook.com/groups/aemexe/posts/3363549633799949?locale=en_US,https://www.facebook.com/groups/aemexe/posts/3363549633799949?locale=en_US
bán xe đi đỡ kêu,TIÊU CỰC,NEG,0.8172,https://www.facebook.com/groups/1047138995832616/posts/1433084113904767?locale=en_US,https://www.facebook.com/groups/1047138995832616/posts/1433084113904767?locale=en_US
Xin giá em ơi,TIÊU CỰC,NEG,0.9613,https://www.facebook.com/trongnhan6789/videos/d%C6%B0%E1%BB%A1ng-bi-g%E1%BA%A7m-kia-morning/845017957351263?locale=en_US,https://www.facebook.com/trongnhan6789/videos/d%C6%B0%E1%BB%A1ng-bi-g%E1%BA%A7m-kia-morning/845017957351263?locale=en_US
"Vf5 ngồi sau quá khó chịu. Ngồi 600km chắc chịu ko nổi đâu
Mg5 lux mình đi thử gia đình ai cũng khen rộng êm",TÍCH CỰC,POS,0.991,https://www.facebook.com/groups/gearupvn/posts/1163112671920532?locale=en_US,https://www.facebook.com/groups/gearupvn/posts/1163112671920532?locale=en_US
Sao rồi bác. Để qua đêm nó có tự khỏi không,TRUNG TÍNH,NEU,0.8996,https://www.facebook.com/groups/vinfastvf5plus3mien/posts/c%C3%A1c-b%C3%A1c-cho-em-h%E1%BB%8Fi-l%E1%BB%97i-gi%E1%BA%A3m-c%C3%B4ng-xu%E1%BA%A5t-v%E1%BB%9Bi-l%E1%BB%97i-h%E1%BB%87-th%E1%BB%91ng-%C4%91i%E1%BB%81u-khi%E1%BB%83n-n%C3%A0y-ph%E1%BA%A3i-l%C3%A0m-c/1417055196232542?locale=en_US,https://www.facebook.com/groups/vinfastvf5plus3mien/posts/c%C3%A1c-b%C3%A1c-cho-em-h%E1%BB%8Fi-l%E1%BB%97i-gi%E1%BA%A3m-c%C3%B4ng-xu%E1%BA%A5t-v%E1%BB%9Bi-l%E1%BB%97i-h%E1%BB%87-th%E1%BB%91ng-%C4%91i%E1%BB%81u-khi%E1%BB%83n-n%C3%A0y-ph%E1%BA%A3i-l%C3%A0m-c/1417055196232542?locale=en_US
"-Thảm sàn +s.shopee.vn/4qFRb6FRCa
-Tem dán đèn +s.shopee.vn/16DM984sF
-PPF nội thất +s.shopee.vn/1BIAkI3dVU
-Bệ bước chân+ s.shopee.vn/1BIuqQ0Mpu

-Ốp chìa khóa +s.shopee.vn/10ykXz4GqT
-Cần số Pha lê +s.shopee.vn/qfKLg4uBS
-Bạt phủ xe +s.shopee.vn/gLu9N5XWR",TÍCH CỰC,POS,0.989,https://www.facebook.com/groups/399829987748376/posts/1587581798973183?locale=en_US,https://www.facebook.com/groups/399829987748376/posts/1587581798973183?locale=en_US
Vậy bán mâm mới sống được,TRUNG TÍNH,NEU,0.8836,https://www.facebook.com/groups/xesantafe/posts/4716995348316354?locale=en_US,https://www.facebook.com/groups/xesantafe/posts/4716995348316354?locale=en_US
"Cái này ổn ko anh em, đang nhắm e này mà giá hơi chát",TRUNG TÍNH,NEU,0.8261,https://www.facebook.com/groups/otosaigon2023/posts/684512090221357?locale=en_US,https://www.facebook.com/groups/otosaigon2023/posts/684512090221357?locale=en_US
Adas xịn. Từ ngày update bản pm 1.15 đến giờ là 1.17 thì xe ko còn lỗi phần mềm gì.,TIÊU CỰC,NEG,0.8173,https://www.facebook.com/groups/vinfastvf7vn/posts/2106278433247443?locale=en_US,https://www.facebook.com/groups/vinfastvf7vn/posts/2106278433247443?locale=en_US
Nguyễn Kiên,TRUNG TÍNH,NEU,0.8671,https://www.facebook.com/groups/2732285143757175/posts/4549623462023325?locale=en_US,https://www.facebook.com/groups/2732285143757175/posts/4549623462023325?locale=en_US
Bạn copy bài thì ghi lại cái nguồn giúp mình. Tks! :),TIÊU CỰC,NEG,0.9535,https://www.facebook.com/groups/xedienvinfastev/posts/1882828585481423?locale=en_US,https://www.facebook.com/groups/xedienvinfastev/posts/1882828585481423?locale=en_US
Long Than cầu chì pin tầm 9tr thôi nhưng khi nổ thay nh thứ lquan lắm total tầm 30tr b nhé,TIÊU CỰC,NEG,0.985,https://www.facebook.com/groups/vf3clubvn369/posts/4116783235220269?locale=en_US,https://www.facebook.com/groups/vf3clubvn369/posts/4116783235220269?locale=en_US
"Thay nhớt máy với thay nhớt lap đều là được. Như này thì chỉ cần thay tầm 1200-1500km 1 lần là ổn. 
Nhưng chú ý thêm cả cách kéo ga nữa. Đừng kéo gắt ga lên mà dìu ga đi chậm ổn định tốc độ sẽ đỡ hại dây curoa hơn.",TÍCH CỰC,POS,0.7368,https://www.facebook.com/groups/voz.oto.xemay/posts/1690781612080690?locale=en_US,https://www.facebook.com/groups/voz.oto.xemay/posts/1690781612080690?locale=en_US
"🧨🧨🧨🧨HOT HOT HOT
SACOMBANK triển khai gói vay siêu ưu đãi dành cho:

🚘Khách hàng vay mua xe VINFAST
⚡️lãi suất chỉ từ 5%/năm
☄️Cố định Trong 3 năm đầu tiên mua xe.

Khách hàng có nhu cầu mua 🚘 liên hệ em
0868.268.061 ngay để được hỗ trợ tư vấn",TÍCH CỰC,POS,0.9927,https://www.facebook.com/groups/vinfastvf7vn/posts/2088735755001711?locale=en_US,https://www.facebook.com/groups/vinfastvf7vn/posts/2088735755001711?locale=en_US
Chuẩn luôn .. mình ko có tiền mua ô tô ..chỉ đi xe máy của Vin .. nhưng trc khi mua mình ko tin lắm ..chỉ lắng nghe và quan sát người đi trc rồi mới quyết định mua .. Chỉ khi đi mới thấy rất ok.. Đấy là quan điểm của riêng mình..,TÍCH CỰC,POS,0.9917,https://www.facebook.com/namvlogger/videos/xe-vinfast-c%C3%B3-th%E1%BB%B1c-s%E1%BB%B1-t%E1%BB%87-nh%C6%B0-l%E1%BB%9Di-%C4%91%E1%BB%93n/1376475014521049?locale=en_US,https://www.facebook.com/namvlogger/videos/xe-vinfast-c%C3%B3-th%E1%BB%B1c-s%E1%BB%B1-t%E1%BB%87-nh%C6%B0-l%E1%BB%9Di-%C4%91%E1%BB%93n/1376475014521049?locale=en_US
Bên em nhận giao xe nhanh trong tháng. Các bác cần ib hoặc alo em ạ 0984312623,TÍCH CỰC,POS,0.9547,https://www.facebook.com/groups/xpandervietnamclub/posts/2220406908181704?locale=en_US,https://www.facebook.com/groups/xpandervietnamclub/posts/2220406908181704?locale=en_US
Lái thì ko biết nhưng ngồi sau dở,TRUNG TÍNH,NEU,0.8729,https://www.facebook.com/groups/bimatxebiz/posts/928216927026012?locale=en_US,https://www.facebook.com/groups/bimatxebiz/posts/928216927026012?locale=en_US
Xe đỏ nhưng người có chỗ đen,TIÊU CỰC,NEG,0.6061,https://www.facebook.com/viettan/posts/v%E1%BB%81-h%E1%BB%87-th%E1%BB%91ng-c%E1%BA%A3nh-b%C3%A1o-v%C3%A0-phanh-t%E1%BB%B1-%C4%91%E1%BB%99ng-c%C3%B3-th%E1%BB%B1c-s%E1%BB%B1-nh%E1%BA%A1y-kh%C3%B4ng-th%C3%AC-ch%C6%B0a-r%C3%B5-nh%C6%B0ng-ch/938326885003986?locale=en_US,https://www.facebook.com/viettan/posts/v%E1%BB%81-h%E1%BB%87-th%E1%BB%91ng-c%E1%BA%A3nh-b%C3%A1o-v%C3%A0-phanh-t%E1%BB%B1-%C4%91%E1%BB%99ng-c%C3%B3-th%E1%BB%B1c-s%E1%BB%B1-nh%E1%BA%A1y-kh%C3%B4ng-th%C3%AC-ch%C6%B0a-r%C3%B5-nh%C6%B0ng-ch/938326885003986?locale=en_US
Nó rít ngay góc kính tài đó bác. Lấy ron chèn vào,TIÊU CỰC,NEG,0.8452,https://www.facebook.com/groups/vinfastvf5plus3mien/posts/1615823763022350?locale=en_US,https://www.facebook.com/groups/vinfastvf5plus3mien/posts/1615823763022350?locale=en_US
"Em mua xe là cứ thuê, xong lái hết rồi mới chốt mua con nào.",TÍCH CỰC,POS,0.7301,https://www.facebook.com/groups/voz.oto.xemay/posts/1508669310291922?locale=en_US,https://www.facebook.com/groups/voz.oto.xemay/posts/1508669310291922?locale=en_US
Tuc thì chờ tuc mới đã ra mắt sắp bán rồi....còn 2 con này xêm xêm mọi thứ hơn cái này lại thua cái khác,TIÊU CỰC,NEG,0.9738,https://www.facebook.com/groups/1303596676829453/posts/2462765530912556?locale=en_US,https://www.facebook.com/groups/1303596676829453/posts/2462765530912556?locale=en_US
Đỗ dọc ko đc thì mình đỗ ngang hoặc hơi chéo tí đi 🤣 ko ấy thì mình làm quả thò tí ra ngoài ko sao đâu,TRUNG TÍNH,NEU,0.9004,https://www.facebook.com/groups/431401395145676/posts/1131402245145584?locale=en_US,https://www.facebook.com/groups/431401395145676/posts/1131402245145584?locale=en_US
Ghét cái đít xe không khác gì xe tải,TIÊU CỰC,NEG,0.9877,https://www.facebook.com/HyundaiVinhYen.VN061/videos/-santa-fe-hybrid-xe-x%C4%83ng-k%E1%BA%BFt-h%E1%BB%A3p-%C4%91i%E1%BB%87nl%E1%BB%B1a-ch%E1%BB%8Dn-th%C3%B4ng-minh-cho-gia-%C4%91%C3%ACnh-hi%E1%BB%87n-%C4%91%E1%BA%A1itr/1453881126173531?locale=en_US,https://www.facebook.com/HyundaiVinhYen.VN061/videos/-santa-fe-hybrid-xe-x%C4%83ng-k%E1%BA%BFt-h%E1%BB%A3p-%C4%91i%E1%BB%87nl%E1%BB%B1a-ch%E1%BB%8Dn-th%C3%B4ng-minh-cho-gia-%C4%91%C3%ACnh-hi%E1%BB%87n-%C4%91%E1%BA%A1itr/1453881126173531?locale=en_US
"Trường hợp này thì xe cam có bị lỗi không nhỉ? 
Lỗi do xe limo chuyển làn không có tín hiệu, và khi chưa đủ khoảng cách an toàn đúng k nhỉ?",TRUNG TÍNH,NEU,0.8734,https://www.facebook.com/groups/2732285143757175/posts/4651645811821089?locale=en_US,https://www.facebook.com/groups/2732285143757175/posts/4651645811821089?locale=en_US
"Làm mềm hóa dẻo đi bác, e mới làm cả cốp hết 4.500 ok ngay, ae vĩnh phúc về tận nhà làm",TÍCH CỰC,POS,0.9929,https://www.facebook.com/groups/1167278443782686/posts/2541788009665049?locale=en_US,https://www.facebook.com/groups/1167278443782686/posts/2541788009665049?locale=en_US
.,TÍCH CỰC,POS,0.7322,https://www.facebook.com/groups/xpandervietnamclub/posts/4014486962107014?locale=en_US,https://www.facebook.com/groups/xpandervietnamclub/posts/4014486962107014?locale=en_US
Nó có đỡ ồn hơn con city k ? Chứ con city éo muốn ngồi lần thứ 2 luôn 😂,TIÊU CỰC,NEG,0.9762,https://www.facebook.com/groups/gearupvn/posts/1077364783828655?locale=en_US,https://www.facebook.com/groups/gearupvn/posts/1077364783828655?locale=en_US
Xe a ccent bn ạ,TÍCH CỰC,POS,0.9918,https://www.facebook.com/HyundaiVinhYen.VN061/videos/i10-accent-ch%E1%BB%8Dn-xe-n%C3%A0o-h%E1%BB%A3p-v%E1%BB%9Bi-b%E1%BA%A1n/2679562259088830?locale=en_US,https://www.facebook.com/HyundaiVinhYen.VN061/videos/i10-accent-ch%E1%BB%8Dn-xe-n%C3%A0o-h%E1%BB%A3p-v%E1%BB%9Bi-b%E1%BA%A1n/2679562259088830?locale=en_US
"Nên mua,chạy vf7 ko muốn đi xe xăng nữa.",TÍCH CỰC,POS,0.9616,https://www.facebook.com/groups/vinfastvf7vn/posts/2106278433247443?locale=en_US,https://www.facebook.com/groups/vinfastvf7vn/posts/2106278433247443?locale=en_US
Làm con bim già hay mẹc cổ còn tiền đó để sửa với đổ xăng với gọi xe cẩu. Oách vl,TIÊU CỰC,NEG,0.9729,https://www.facebook.com/groups/aemexe/posts/3041554892666093?locale=en_US,https://www.facebook.com/groups/aemexe/posts/3041554892666093?locale=en_US
"Bác chủ thay nhớt gì, odo bao nhiêu?",TRUNG TÍNH,NEU,0.8721,https://www.facebook.com/groups/xpandervietnamclub/posts/3971195279769516?locale=en_US,https://www.facebook.com/groups/xpandervietnamclub/posts/3971195279769516?locale=en_US
Bao nhiêu km thì thay bu gi bác ơi,TRUNG TÍNH,NEU,0.9017,https://www.facebook.com/garathoidaibonbanh/videos/b%E1%BA%A3o-d%C6%B0%E1%BB%A1ng-xe-mitsubishi-xpander-%C4%91i-l%C3%AC-ga-kh%C3%B4ng-tho%C3%A1t-n%E1%BB%95i-%C4%91%C3%A8n-c%C3%A1-v%C3%A0ng/582222898319880/?locale=en_US,https://www.facebook.com/garathoidaibonbanh/videos/b%E1%BA%A3o-d%C6%B0%E1%BB%A1ng-xe-mitsubishi-xpander-%C4%91i-l%C3%AC-ga-kh%C3%B4ng-tho%C3%A1t-n%E1%BB%95i-%C4%91%C3%A8n-c%C3%A1-v%C3%A0ng/582222898319880/?locale=en_US
"Người ta cũng có lý do để nói thế mà, trước tôi hay chê mà chả 1 lũ bâu vào hỏi có xe chưa nên tôi ko dám chê nữa",TÍCH CỰC,POS,0.6831,https://www.facebook.com/groups/vinfastvf5plus3mien/posts/1349744526296943?locale=en_US,https://www.facebook.com/groups/vinfastvf5plus3mien/posts/1349744526296943?locale=en_US
"Chú ý đừng để xuống 15%, xuống 15% là cạn pin luôn đó, có tiền thì ưu tiên thay bóng trắng cho sáng nhé.",TIÊU CỰC,NEG,0.9505,https://www.facebook.com/groups/vinfastvf5plus3mien/posts/1316982476239815?locale=en_US,https://www.facebook.com/groups/vinfastvf5plus3mien/posts/1316982476239815?locale=en_US
Xin giá i10 ạ,TRUNG TÍNH,NEU,0.9074,https://www.facebook.com/HyundaiVinhYen.VN061/videos/i10-accent-ch%E1%BB%8Dn-xe-n%C3%A0o-h%E1%BB%A3p-v%E1%BB%9Bi-b%E1%BA%A1n/2679562259088830?locale=en_US,https://www.facebook.com/HyundaiVinhYen.VN061/videos/i10-accent-ch%E1%BB%8Dn-xe-n%C3%A0o-h%E1%BB%A3p-v%E1%BB%9Bi-b%E1%BA%A1n/2679562259088830?locale=en_US
Tùy cách người chạy tốn nhiều hay ít,TRUNG TÍNH,NEU,0.7447,https://www.facebook.com/legiahuy08/videos/honda-city-kh%C3%B4ng-ti%E1%BA%BFt-ki%E1%BB%87m-x%C4%83ng-nh%C6%B0-c%C3%B4ng-b%E1%BB%91-v%C3%A0-c%C3%A1ch-%C3%A2m-r%E1%BA%A5t-t%E1%BB%87/3351386751756579?locale=en_US,https://www.facebook.com/legiahuy08/videos/honda-city-kh%C3%B4ng-ti%E1%BA%BFt-ki%E1%BB%87m-x%C4%83ng-nh%C6%B0-c%C3%B4ng-b%E1%BB%91-v%C3%A0-c%C3%A1ch-%C3%A2m-r%E1%BA%A5t-t%E1%BB%87/3351386751756579?locale=en_US
Cập nhật phần mềm mới chưa bác,TRUNG TÍNH,NEU,0.7382,https://www.facebook.com/groups/hoivinfastvf8/posts/775791862010729?locale=en_US,https://www.facebook.com/groups/hoivinfastvf8/posts/775791862010729?locale=en_US
"Thuê pin đi bạn, còn dư 80tr về quê mua 2 mảnh ruộng ( 2 công ruộng miền tây = hơn 2000m²)  cho thuê 3tr 1 năm. Hoặc về đào ao bắt cá bẫy chim cho có hàng xóm 😁",TRUNG TÍNH,NEU,0.8561,https://www.facebook.com/groups/vf3clubvn369/posts/3994173760814551?locale=en_US,https://www.facebook.com/groups/vf3clubvn369/posts/3994173760814551?locale=en_US
Chúng nó bầy đàn cùng chê ấy :)) khổ thân san chứ đẹp éo chịu được . Nói chung phải làm chủ và mua xe r mới hiểu . Đỉnh cmnl,TÍCH CỰC,POS,0.5245,https://www.facebook.com/groups/481809853126062/posts/1652353879404981?locale=en_US,https://www.facebook.com/groups/481809853126062/posts/1652353879404981?locale=en_US
Corolla cross hev giảm 40 triệu là không thuyết phục so với mức giảm thuế của chính phủ.,TRUNG TÍNH,NEU,0.5811,https://www.facebook.com/groups/3408650809229540/posts/25807990268868941?locale=en_US,https://www.facebook.com/groups/3408650809229540/posts/25807990268868941?locale=en_US
"Mình lái 2 lần chê duy nhất là cái vô lăng lái chán quá,k tí cảm xúc nào và hệ thông treo có vẻ k chắc chắc nên thêm cái vô lăng nữa thì thui chuyển phỏm. Ai lái ít xe thì qua sẽ thích. Lái nhiều xe thì cũng khó chấp nhận phết !",TIÊU CỰC,NEG,0.9494,https://www.facebook.com/groups/gearupvn/posts/1441160164115780?locale=en_US,https://www.facebook.com/groups/gearupvn/posts/1441160164115780?locale=en_US
"cá nhân đi civic lướt là thích nhất, máy khoẻ, vô lăng cứng cápcá nhân đi civic lướt là thích nhất, máy khoẻ, vô lăng cứng cáp",TÍCH CỰC,POS,0.9897,https://www.facebook.com/groups/gearupvn/posts/998884345010033?locale=en_US,https://www.facebook.com/groups/gearupvn/posts/998884345010033?locale=en_US
"Bản ghe vip ng ra vào băng sau cung rất khó ra vào. 2 ghế bự quá lấn lối đi khoản rộng băng sau cùng cũng nhỏ lại. Nếu thường đi 6 người thì lấy ghế thường, còn đi ít ng thì ghế vip nó sướng hơn.",TRUNG TÍNH,NEU,0.7328,https://www.facebook.com/groups/1739948139826177/posts/2293093734511612?locale=en_US,https://www.facebook.com/groups/1739948139826177/posts/2293093734511612?locale=en_US
Chăm dễ thì qua Lexus cho khoẻ chứ xe Đức mà chăm dễ sao được 🙄,TRUNG TÍNH,NEU,0.9145,https://www.facebook.com/groups/gearupvn/posts/1554012792830516?locale=en_US,https://www.facebook.com/groups/gearupvn/posts/1554012792830516?locale=en_US
Trụ nhà mình cũng vậy bạn xem để bao nhiêu A càng tham A lơn càng lỗi nhà m co hôm chỉ cài ở 14A mới ko báo sạc 1 lúc m lại tăng A lên cho sạc nhanh thêm bạn thử cách đó xem,TIÊU CỰC,NEG,0.9836,https://www.facebook.com/groups/1167278443782686/posts/2542200856290431?locale=en_US,https://www.facebook.com/groups/1167278443782686/posts/2542200856290431?locale=en_US
Hcm có chi nhánh sửa chưa ạ,TRUNG TÍNH,NEU,0.8837,https://www.facebook.com/chuyengiapin/videos/s%E1%BB%ADa-pin-xe-vinfast-vf3-ti%E1%BA%BFt-ki%E1%BB%87m-60-tri%E1%BB%87u-cho-ch%E1%BB%A7-xe-vinfast-vf3-b%E1%BB%8B-c%C3%A0-g%E1%BA%A7m-h%C6%B0-pi/1705280247134991?locale=en_US,https://www.facebook.com/chuyengiapin/videos/s%E1%BB%ADa-pin-xe-vinfast-vf3-ti%E1%BA%BFt-ki%E1%BB%87m-60-tri%E1%BB%87u-cho-ch%E1%BB%A7-xe-vinfast-vf3-b%E1%BB%8B-c%C3%A0-g%E1%BA%A7m-h%C6%B0-pi/1705280247134991?locale=en_US
M3 mà mua chạy dịch vụ thì chắc bác định chạy xe hoa bình thường ai lại làm thế,TRUNG TÍNH,NEU,0.9136,https://www.facebook.com/groups/gearupvn/posts/910470217184780?locale=en_US,https://www.facebook.com/groups/gearupvn/posts/910470217184780?locale=en_US
👍❤️!,TÍCH CỰC,POS,0.8838,https://www.facebook.com/tu.vietsaf/posts/-h%E1%BB%99p-s%E1%BB%91-cvt-vios-k%C3%AAu-v%C3%A0-gi%E1%BA%ADt-%E1%BB%9F-t%E1%BB%91c-%C4%91%E1%BB%99-d%C6%B0%E1%BB%9Bi-20kmh-nguy%C3%AAn-nh%C3%A2n-v%C3%A0-c%C3%A1c-kh%E1%BA%AFc-ph%E1%BB%A5c-d%C3%B2/1165895564481407?locale=en_US,https://www.facebook.com/tu.vietsaf/posts/-h%E1%BB%99p-s%E1%BB%91-cvt-vios-k%C3%AAu-v%C3%A0-gi%E1%BA%ADt-%E1%BB%9F-t%E1%BB%91c-%C4%91%E1%BB%99-d%C6%B0%E1%BB%9Bi-20kmh-nguy%C3%AAn-nh%C3%A2n-v%C3%A0-c%C3%A1c-kh%E1%BA%AFc-ph%E1%BB%A5c-d%C3%B2/1165895564481407?locale=en_US
"P dùng khi đỗ xe lâu
dừng đèn đỏ hoặc dừng nhanh thì tìm hiểu (P)-phanh tay điện tử hoặc kích hoạt autohold
K dùng N",TRUNG TÍNH,NEU,0.8993,https://www.facebook.com/groups/vinfastvf7vn/posts/2129602500915036?locale=en_US,https://www.facebook.com/groups/vinfastvf7vn/posts/2129602500915036?locale=en_US
Đổ hơi nhiều quá là bị bạc (sec măng phải k a),TIÊU CỰC,NEG,0.9777,https://www.facebook.com/garage.ecupro.chuyensuadienoto/videos/kia-carens-b%C3%A1c-t%C3%A0i-b%E1%BA%A3o-ch%E1%BA%A1y-ra-kh%C3%B3i-%C4%91en-y%E1%BA%BFu-m%C3%A1y-%C4%91i-100km-ph%E1%BA%A3i-d%E1%BB%ABng-3-l%E1%BA%A7n-%EF%B8%8F%EF%B8%8F-h%E1%BB%97-t/1824231794793329?locale=en_US,https://www.facebook.com/garage.ecupro.chuyensuadienoto/videos/kia-carens-b%C3%A1c-t%C3%A0i-b%E1%BA%A3o-ch%E1%BA%A1y-ra-kh%C3%B3i-%C4%91en-y%E1%BA%BFu-m%C3%A1y-%C4%91i-100km-ph%E1%BA%A3i-d%E1%BB%ABng-3-l%E1%BA%A7n-%EF%B8%8F%EF%B8%8F-h%E1%BB%97-t/1824231794793329?locale=en_US
Lạ vậy ta,TRUNG TÍNH,NEU,0.4898,https://www.facebook.com/auto43danang/videos/auto-43-h%C6%B0-van-c%E1%BA%A5p-nh%E1%BB%9Bt-nh%E1%BB%9Bt-v%C3%A0o-c%E1%BB%95-h%C3%BAt-h%E1%BB%8Dng-n%E1%BA%A1p-auto43-mazda-nhot-thaynhot-car/1680051856416337?locale=en_US,https://www.facebook.com/auto43danang/videos/auto-43-h%C6%B0-van-c%E1%BA%A5p-nh%E1%BB%9Bt-nh%E1%BB%9Bt-v%C3%A0o-c%E1%BB%95-h%C3%BAt-h%E1%BB%8Dng-n%E1%BA%A1p-auto43-mazda-nhot-thaynhot-car/1680051856416337?locale=en_US
Tốt nhất đi ghế thường ghế vip lên xuống chéo hẹp lối vào xuống hàng 3 k linh hoạt bằng ghế thường,TRUNG TÍNH,NEU,0.8144,https://www.facebook.com/groups/1739948139826177/posts/2293093734511612?locale=en_US,https://www.facebook.com/groups/1739948139826177/posts/2293093734511612?locale=en_US
Cái này có thể tự khắc phục đc bác.Biết nó thế nhưng mình phải tự khắc phục trc cho bản thân dùng là ok,TÍCH CỰC,POS,0.6068,https://www.facebook.com/groups/vinfastvf7vn/posts/2194386074436678?locale=en_US,https://www.facebook.com/groups/vinfastvf7vn/posts/2194386074436678?locale=en_US
Bmw vẫn đỉnh nhất xe thể thao,TÍCH CỰC,POS,0.9924,https://www.facebook.com/vinhxo69/videos/%C4%91%C3%A2y-l%C3%A0-chia-s%E1%BA%BB-tr%E1%BA%A3i-nghi%E1%BB%87m-th%E1%BB%B1c-t%E1%BA%BF-c%E1%BB%A7a-m%C3%ACnh-sau-6-n%C4%83m-s%E1%BB%9F-h%E1%BB%AFu-1-chi%E1%BA%BFc-bmw/953420213716687?locale=en_US,https://www.facebook.com/vinhxo69/videos/%C4%91%C3%A2y-l%C3%A0-chia-s%E1%BA%BB-tr%E1%BA%A3i-nghi%E1%BB%87m-th%E1%BB%B1c-t%E1%BA%BF-c%E1%BB%A7a-m%C3%ACnh-sau-6-n%C4%83m-s%E1%BB%9F-h%E1%BB%AFu-1-chi%E1%BA%BFc-bmw/953420213716687?locale=en_US
Xe còn ko,TRUNG TÍNH,NEU,0.891,https://www.facebook.com/chootocugiare/videos/tucson-2019-16-turbo-1-ch%E1%BB%A7-si%C3%AAu-%C4%91%E1%BA%B9p/1065488072601729?locale=en_US,https://www.facebook.com/chootocugiare/videos/tucson-2019-16-turbo-1-ch%E1%BB%A7-si%C3%AAu-%C4%91%E1%BA%B9p/1065488072601729?locale=en_US
City ăn chặt bạn ơi,TIÊU CỰC,NEG,0.9878,https://www.facebook.com/groups/aemexe/posts/3740959676058941?locale=en_US,https://www.facebook.com/groups/aemexe/posts/3740959676058941?locale=en_US
"bài của bác rất dài và chi tiết, nói chung mua xe mà thấy hợp thấy ưng là mừng rồi k có gì để còm men, chỉ chúc bác vạn dặm bình an và bên e nó dài lâu",TÍCH CỰC,POS,0.9927,https://www.facebook.com/groups/gearupvn/posts/1077364783828655?locale=en_US,https://www.facebook.com/groups/gearupvn/posts/1077364783828655?locale=en_US
